"Time","Message","Severity"
"28-03-2024 02:24","Executing: aws s3api put-bucket-policy --bucket binsentinellabbucket --policy {
    \""Statement\"":  [
                      {
                          \""Sid\"":  \""Allow Arn read access S3 bucket\"",
                          \""Effect\"":  \""Allow\"",
                          \""Principal\"":  {
                                            \""AWS\"":  \""arn:aws:iam::154511248558:role/AzureSentinelRole\""
                                        },
                          \""Action\"":  [
                                         \""s3:GetObject\""
                                     ],
                          \""Resource\"":  \""arn:aws:s3:::binsentinellabbucket/*\""
                      },
                      {
                          \""Sid\"":  \""AWSCloudTrailAclCheck20150319\"",
                          \""Effect\"":  \""Allow\"",
                          \""Principal\"":  {
                                            \""Service\"":  \""cloudtrail.amazonaws.com\""
                                        },
                          \""Action\"":  \""s3:GetBucketAcl\"",
                          \""Resource\"":  \""arn:aws:s3:::binsentinellabbucket\""
                      },
                      {
                          \""Sid\"":  \""AWSCloudTrailWrite20150319\"",
                          \""Effect\"":  \""Allow\"",
                          \""Principal\"":  {
                                            \""Service\"":  \""cloudtrail.amazonaws.com\""
                                        },
                          \""Action\"":  \""s3:PutObject\"",
                          \""Resource\"":  \""arn:aws:s3:::binsentinellabbucket/AWSLogs/154511248558/*\"",
                          \""Condition\"":  {
                                            \""StringEquals\"":  {
                                                                 \""s3:x-amz-acl\"":  \""bucket-owner-full-control\""
                                                             }
                                        }
                      },
                      {
                          \""Sid\"":  \""AWSCloudTrailWrite20150319\"",
                          \""Effect\"":  \""Allow\"",
                          \""Principal\"":  {
                                            \""Service\"":  [
                                                            \""cloudtrail.amazonaws.com\""
                                                        ]
                                        },
                          \""Action\"":  \""s3:PutObject\"",
                          \""Resource\"":  \""arn:aws:s3:::binsentinellabbucket/AWSLogs/o-lorc96tacf/*\"",
                          \""Condition\"":  {
                                            \""StringEquals\"":  {
                                                                 \""s3:x-amz-acl\"":  \""bucket-owner-full-control\""
                                                             }
                                        }
                      }
                  ]
} | Out-Null","Verbose"
"28-03-2024 02:24","Enabling S3 event notifications (for *.gz file)","Information"
"28-03-2024 02:25","Using event notification name: sentinelnotification","Information"
"28-03-2024 02:25","Event notificaion prefix definition, to Limit the notifications to objects with key starting with specified characters.","Information"
"28-03-2024 02:25","Using event notification prefix: test","Information"
"28-03-2024 02:25","Executing: aws s3api get-bucket-notification-configuration --bucket binsentinellabbucket","Verbose"
"28-03-2024 02:25","Executing: aws s3api put-bucket-notification-configuration --bucket binsentinellabbucket --notification-configuration 
	{
		\""QueueConfigurations\"": [
				{
				\""Id\"":\""sentinelnotification\"",
				\""QueueArn\"": \""arn:aws:sqs:ap-southeast-1:154511248558:sentinelnewqueue\"",
				\""Events\"": [\""s3:ObjectCreated:*\""],
				\""Filter\"": {
					\""Key\"": {
					\""FilterRules\"": [
						{
						\""Name\"": \""prefix\"",
						\""Value\"": \""test\""
						}
						,{
						\""Name\"": \""suffix\"",
						\""Value\"": \"".gz\""
						}
					]
					}
				}
				}
			]
	} 2>&1","Verbose"
"28-03-2024 02:25","CloudTrail definition","Information"
"28-03-2024 02:25","Using CloudTrail name: sentinellogs","Information"
"28-03-2024 02:25","Executing: aws cloudtrail get-trail --name sentinellogs 2>&1| Out-Null","Verbose"
"28-03-2024 02:25","Executing: aws cloudtrail create-trail --name sentinellogs --s3-bucket-name binsentinellabbucket --tags-list [{\""Key\"": \""Operator\"", \""Value\"": \""Microsoft_Sentinel_Automation_Script\""}] 2>&1","Verbose"
"28-03-2024 02:25","{     ""Name"": ""sentinellogs"",     ""S3BucketName"": ""binsentinellabbucket"",     ""IncludeGlobalServiceEvents"": true,     ""IsMultiRegionTrail"": false,     ""TrailARN"": ""arn:aws:cloudtrail:ap-southeast-1:154511248558:trail/sentinellogs"",     ""LogFileValidationEnabled"": false,     ""IsOrganizationTrail"": false }","Verbose"
"28-03-2024 02:25","sentinellogs trail created successfully","Information"
"28-03-2024 02:25","Executing: aws cloudtrail put-event-selectors --trail-name sentinellogs --event-selectors '[{'DataResources': [{'Type':'AWS::S3::Object', 'Values': ['arn:aws:s3:::']}]}]' | Out-Null","Verbose"
"28-03-2024 02:25","Executing: aws cloudtrail update-trail --name sentinellogs --is-multi-region-trail | Out-Null","Verbose"
"28-03-2024 02:25","Executing: aws cloudtrail update-trail --name sentinellogs --is-organization-trail | Out-Null","Verbose"
"28-03-2024 02:25","Executing: aws cloudtrail start-logging  --name sentinellogs","Verbose"
"28-03-2024 02:25","Use the values below to configure the Amazon Web Service S3 data connector in the Azure Sentinel portal.","Information"
"28-03-2024 02:25","Role Arn: arn:aws:iam::154511248558:role/AzureSentinelRole","Information"
"28-03-2024 02:25","Sqs Url: https://sqs.ap-southeast-1.amazonaws.com/154511248558/sentinelnewqueue","Information"
"28-03-2024 02:25","Destination Table: AWSCloudTrail","Information"
