"Time","Message","Severity"
"28-03-2024 01:59","Using Sqs name: binsentinelqueue","Information"
"28-03-2024 01:59","Executing: aws sqs create-queue --queue-name binsentinelqueue --tags {\""Operator\"": \""Microsoft_Sentinel_Automation_Script\""} 2>&1","Verbose"
"28-03-2024 01:59","System.Management.Automation.RemoteException Error parsing parameter '--tags': Invalid JSON: Expecting property name enclosed in double quotes: line 1 column 2 (char 1) JSON received: {\""Operator\"": \""Microsoft_Sentinel_Automation_Script\""}","Verbose"
"28-03-2024 01:59","File C:\Users\ServerX\Downloads\ConfigAwsS3DataConnectorScripts\ConfigAwsConnector.ps1 cannot be loaded. The file C:\Users\ServerX\Downloads\ConfigAwsS3DataConnectorScripts\ConfigAwsConnector.ps1 is not digitally signed. You cannot run this script on the current system. For more information about running scripts and setting execution policy, see about_Execution_Policies at https://go.microsoft.com/fwlink/?LinkID=135170.","Error"
"28-03-2024 01:59","Retrying...","Information"
"28-03-2024 02:07","Using Sqs name: sentinelqueue","Information"
"28-03-2024 02:07","Executing: aws sqs create-queue --queue-name sentinelqueue --tags {\""Operator\"": \""Microsoft_Sentinel_Automation_Script\""} 2>&1","Verbose"
"28-03-2024 02:07","System.Management.Automation.RemoteException Error parsing parameter '--tags': Invalid JSON: Expecting property name enclosed in double quotes: line 1 column 2 (char 1) JSON received: {\""Operator\"": \""Microsoft_Sentinel_Automation_Script\""}","Verbose"
"28-03-2024 02:07","File C:\Users\ServerX\Downloads\ConfigAwsS3DataConnectorScripts\ConfigAwsConnector.ps1 cannot be loaded. The file C:\Users\ServerX\Downloads\ConfigAwsS3DataConnectorScripts\ConfigAwsConnector.ps1 is not digitally signed. You cannot run this script on the current system. For more information about running scripts and setting execution policy, see about_Execution_Policies at https://go.microsoft.com/fwlink/?LinkID=135170.","Error"
"28-03-2024 02:07","Retrying...","Information"
"28-03-2024 02:07","Using Sqs name: sentinelqueue","Information"
"28-03-2024 02:07","Executing: aws sqs create-queue --queue-name sentinelqueue --tags {\""Operator\"": \""Microsoft_Sentinel_Automation_Script\""} 2>&1","Verbose"
"28-03-2024 02:07","System.Management.Automation.RemoteException Error parsing parameter '--tags': Invalid JSON: Expecting property name enclosed in double quotes: line 1 column 2 (char 1) JSON received: {\""Operator\"": \""Microsoft_Sentinel_Automation_Script\""}","Verbose"
"28-03-2024 02:07","File C:\Users\ServerX\Downloads\ConfigAwsS3DataConnectorScripts\ConfigAwsConnector.ps1 cannot be loaded. The file C:\Users\ServerX\Downloads\ConfigAwsS3DataConnectorScripts\ConfigAwsConnector.ps1 is not digitally signed. You cannot run this script on the current system. For more information about running scripts and setting execution policy, see about_Execution_Policies at https://go.microsoft.com/fwlink/?LinkID=135170.","Error"
"28-03-2024 02:07","Action was unsuccessful after 3 attempts. Please review the errors and try again.","Error"
